contributors_enabled,created_at,default_profile,default_profile_image,description,entities,favourites_count,followers_count,friends_count,geo_enabled,id_str,name,notifications,profile_background_color,profile_link_color,profile_location,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,protected,screen_name,statuses_count,url,verified,username,isaPerson
FALSE,06/05/2009 10:03,FALSE,FALSE,enggak.,,2742,434,162,TRUE,38149847,Anggara Natura,FALSE,B842B8,3991CC,,FFFFFF,EBEBEB,0,TRUE,TRUE,garanatura7,43801,,FALSE,@garanatura7,person
FALSE,09/08/2012 7:22,TRUE,FALSE,race the rain ride the wind chase the sunset,,713,93,132,TRUE,7.47E+08,bana satria,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,GaremFilter,1197,,FALSE,@GaremFilter,person
FALSE,24/09/2009 07:18,TRUE,FALSE,supercalifragilisticexpialidocious,,2468,436,488,FALSE,76881006,bey ðŸ¤ª,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,gelshirani,2114,,FALSE,@gelshirani,person
FALSE,09/10/2011 12:23,FALSE,FALSE,hi,,444,147,234,TRUE,3.88E+08,Fata Nugraha,FALSE,303030,404040,,FFFFFF,252429,666666,FALSE,TRUE,gflyingcat,423,,FALSE,@gflyingcat,person
FALSE,01/04/2018 16:41,TRUE,FALSE,Gifari,,379,319,303,TRUE,9.80E+17,Gibran,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,gibbbssss,4190,https://t.co/chMP4rknwn,FALSE,@gibbbssss,person
FALSE,02/04/2019 7:52,FALSE,FALSE,,,1262,42,127,TRUE,1.11E+18,bran,FALSE,0,7FDBB6,,0,0,0,FALSE,TRUE,gibrann24_,344,,FALSE,@gibrann24_,person
FALSE,14/07/2015 09:10,TRUE,FALSE,pngen jdi pablo escobar,,759,91,499,TRUE,3.28E+09,glend,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,glendanggad,392,,FALSE,@glendanggad,person
FALSE,15/12/2009 04:23,FALSE,FALSE,Thank God ðŸ’•,,5743,460,414,TRUE,96911651,glenn,FALSE,C0DEED,150EEB,,C0DEED,DDEEF6,333333,TRUE,FALSE,greysitorus,29411,https://t.co/gtQrkWH26Z,FALSE,@greysitorus,person
FALSE,03/09/2010 15:37,TRUE,FALSE,,,0,2,40,FALSE,1.86E+08,Hana Adelia,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,HanaAdelia,16,,FALSE,@hanaadelia,person
FALSE,02/07/2012 7:07,FALSE,FALSE,an intricate mind,,925,284,319,FALSE,6.24E+08,Annisa Hana R,FALSE,C0DEED,0084B4,,0,DDEEF6,333333,TRUE,TRUE,hanarmdn,7282,,FALSE,@hanarmdn,person
FALSE,16/06/2021 13:33,TRUE,FALSE,,,40,3,14,FALSE,1.41E+18,Gin,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,Hanjihan_,39,,FALSE,@Hanjihan_,person
FALSE,18/07/2009 03:23,FALSE,FALSE,,,29776,1002,1728,TRUE,57841078,Harish Makarim,FALSE,C0DEED,0084B4,,C0DEED,DDEEF6,333333,TRUE,TRUE,harishmakarim,27467,https://t.co/BK9t7yWiEd,FALSE,@harishmakarim,person
FALSE,09/07/2012 0:46,TRUE,FALSE,,,1055,170,185,FALSE,6.31E+08,Nur Fauziah Hasanah,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,hasanahhnur3,329,,FALSE,@hasanahhnur3,person
FALSE,24/06/2010 01:43,FALSE,FALSE,stay happy,,2235,252,300,TRUE,1.59E+08,Hauri Silmi,FALSE,EBEBEB,302730,,FFFFFF,402F40,706770,TRUE,TRUE,haurisilmi,5651,,FALSE,@HauriSilmi,person
FALSE,25/11/2009 07:09,FALSE,FALSE,ga sabar liburan:D,,224,245,188,FALSE,92468032,yona,FALSE,FFF04D,89C9FA,,FFFFFF,E6F6F9,333333,TRUE,TRUE,herbiyonayon,11501,https://t.co/xGNJkEFip3,FALSE,@herbiyonayon,person
FALSE,19/02/2013 12:25,FALSE,FALSE,,,2076,277,422,TRUE,1.20E+09,najib,FALSE,B2DFDA,0,,FFFFFF,DDEEF6,333333,TRUE,TRUE,higjeep,3503,,FALSE,@higjeep,person
FALSE,30/12/2010 08:26,FALSE,FALSE,,,559,524,396,TRUE,2.32E+08,ðŸŒŒ,FALSE,C0DEED,0084B4,,0,DDEEF6,333333,TRUE,FALSE,humairadzkia,35659,,FALSE,@humairadzkia,person
FALSE,06/04/2011 9:13,FALSE,FALSE,kotak pos belum diisi. mari,,657,74,134,TRUE,2.78E+08,hwulanayu,FALSE,05BCFF,B4CC00,,FFF8AD,F6FFD1,333333,TRUE,TRUE,hwulanayu,2280,https://t.co/aeMbFFYT36,FALSE,@hwulanayu,person
FALSE,22/11/2018 03:16,TRUE,FALSE,Stressed Engineer,,535,105,237,TRUE,1.07E+18,Ibnu Firdaus,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,ibnusfirdaus_,1344,,FALSE,@ibnusfirdaus_,person
FALSE,12/12/2020 9:46,TRUE,FALSE,An account with typically #DearDiary tweets.,,793,111,354,FALSE,1.34E+18,Iffah,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,iffahshrtn,1878,https://t.co/QjLavtpY8g,FALSE,@iffahshrtn,person
FALSE,03/06/2010 7:16,FALSE,FALSE,Computer Science Bachelor Competitive shooter enthusiast AOT HxH and One Piece ðŸ”¥,,4992,525,825,TRUE,1.51E+08,Ardi,FALSE,1A1801,2E5207,,FFFFFF,17731C,383608,TRUE,TRUE,IgnatiusRahardi,34881,https://t.co/p92vGjCDhO,FALSE,@IgnatiusRahardi,person
FALSE,17/01/2010 03:15,FALSE,FALSE,nyimak gan,,323,218,263,TRUE,1.06E+08,booam,FALSE,1A1B1F,2FC2EF,,0,252429,666666,TRUE,TRUE,IHaristianto,2151,,FALSE,@IHaristianto,person
FALSE,21/09/2013 04:47,FALSE,FALSE,P,,2380,318,368,TRUE,1.89E+09,1,FALSE,0099B9,0DA8E0,,FFFFFF,95E8EC,3C3940,TRUE,TRUE,ihwan_es,2040,https://t.co/cHZdP4uOdu,FALSE,@ihwan_es,person
FALSE,11/03/2011 12:46,FALSE,FALSE,Godspeed,,361,392,211,TRUE,2.64E+08,Nash,FALSE,C0DEED,0084B4,,C0DEED,DDEEF6,333333,TRUE,TRUE,IlhamNsh,10085,,FALSE,@IlhamNsh,person
FALSE,18/03/2013 14:22,FALSE,FALSE,,,1083,274,555,TRUE,1.28E+09,Ilyas Fahreza,FALSE,FFFFFF,967E6F,,FFFFFF,DAECF4,663B12,TRUE,TRUE,ilyasfahreza,694,https://t.co/c05KWG3c9d,FALSE,@ilyasfahreza,person
FALSE,16/05/2019 21:09,TRUE,FALSE,cuman ketua RT,,120,144,117,TRUE,1.13E+18,Imam Fakhriansyah,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,imamfakhrii,99,,FALSE,@imamfakhrii,person
FALSE,28/10/2018 15:22,TRUE,FALSE,ðŸ¦‰ðŸ¦‰ðŸ¦‰,,1718,150,165,FALSE,1.06E+18,Indra,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,indravb6,1366,https://t.co/rrG4jrttbE,FALSE,@indravb6,person
FALSE,04/11/2012 12:24,FALSE,FALSE,ðŸ¤š,,108,560,275,TRUE,9.25E+08,Muhammad Kevin Balya,FALSE,C0DEED,0,,0,DDEEF6,333333,TRUE,TRUE,inikeybi,3167,https://t.co/Jq4NBo3poJ,FALSE,@inikeybi,person
FALSE,28/12/2009 13:07,FALSE,FALSE,doing frontend and things,,13292,220,360,TRUE,99943593,Iqbal Perkasa,FALSE,2C4763,479B9E,,0,333333,DBDBDB,FALSE,TRUE,iqbalperkasa,793,https://t.co/f3RL5OwVVU,FALSE,@iqbalperkasa,person
FALSE,04/06/2010 9:50,FALSE,FALSE,Allah maha baik. What goes around comes back around.,,2272,1743,136,TRUE,1.52E+08,nanda,FALSE,FFFFFF,E8B3EB,,FFFFFF,DDEEF6,F099D9,TRUE,TRUE,itsnandamn,24681,https://t.co/V1OuqjOw2J,FALSE,@itsnandamn,person
FALSE,11/07/2010 15:38,FALSE,FALSE,@nadiswari | Software Engineer | Opinions are my own and do not represent the institutions that I affiliated with,,9078,912,1308,TRUE,1.65E+08,Izzan Fakhril Islam ðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸,FALSE,0,CC0029,,0,93A0F5,0,TRUE,TRUE,IzzanFI,25430,https://t.co/Pf5gTCY5PL,FALSE,@IzzanFI,person
FALSE,19/12/2010 01:54,FALSE,FALSE,,,729,560,267,TRUE,2.28E+08,Ù‹,FALSE,ACDED6,CD5C5C,,FFFFFF,F6F6F6,333333,TRUE,TRUE,japlalala,16201,,FALSE,@japlalala,person
FALSE,24/07/2009 03:39,FALSE,FALSE,hakuna matata,,2253,292,294,FALSE,59680194,insecure penguin,FALSE,59472F,52555C,,515,61127,827972,TRUE,TRUE,jessipertiwi,7372,,FALSE,@jessipertiwi,person
FALSE,09/03/2013 8:58,FALSE,FALSE,F1 n Gaming,,417,184,220,TRUE,1.25E+09,Jihad Jhikun,FALSE,ACDED6,38543,,FFFFFF,F6F6F6,333333,TRUE,TRUE,jihadmjr,1136,https://t.co/axXSKcWcc5,FALSE,@jihadmjr,person
FALSE,16/02/2013 06:36,FALSE,FALSE,INTJ or INFJ depends on our status. ---------------- - Online Games (Valorant DotA Apex Legends CSGO) - Music - Memes - Table Tennis,,988,184,185,TRUE,1.18E+09,Kautsar Fadlillah,FALSE,3B94D9,1B95E0,,0,DDEEF6,333333,TRUE,TRUE,k_fadle,527,,FALSE,@k_fadle,person
FALSE,07/11/2009 12:24,FALSE,FALSE,I surf the internet. Also pls check out link below ðŸ‘‡ðŸ‘‡,,483,474,883,TRUE,88175266,Valentina,FALSE,ACDED6,4020BF,,FFFFFF,F6F6F6,333333,TRUE,TRUE,kakavalka,8192,https://t.co/bidyafQ2GM,FALSE,@kakavalka,person
FALSE,06/10/2016 12:39,FALSE,FALSE,Kartika Putri Larasati - 1806138466,,979,125,278,FALSE,7.84E+17,Kartikap,FALSE,0,91D2FA,,0,0,0,FALSE,TRUE,kartikaptrii,578,,FALSE,@kartikaptrii,person
FALSE,09/01/2013 13:12,TRUE,FALSE,post a lot of kpop feel free to unfollow/mute ðŸŒŸ,,2633,125,246,FALSE,1.07E+09,à°‡ â—â€¿â—œ à°‡,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,kaylawess,4477,,FALSE,@kaylawess,person
FALSE,19/11/2011 09:29,FALSE,FALSE,Donâ€™t be someoneâ€™s sometimes.,,18311,522,982,TRUE,4.16E+08,Adit,FALSE,C0DEED,1A1A1A,,FFFFFF,DDEEF6,0,TRUE,TRUE,KeremiCacing,11417,https://t.co/lh1qXfwQcM,FALSE,@keremicacing,person
FALSE,06/07/2016 9:00,TRUE,FALSE,,,9045,72,87,TRUE,7.51E+17,K,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,khalismld,1906,,FALSE,@khalismld,person
FALSE,21/02/2017 13:19,TRUE,FALSE,tidak menerima orang baperan,,5778,1217,978,FALSE,8.34E+17,aisiee,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,khnxx5,2124,,FALSE,@khnxx5,person
FALSE,25/03/2020 09:03,TRUE,FALSE,hard times makes strong men. strong men create good times. good times create weak men. weak men create hard times.,,63,81,113,FALSE,1.24E+18,Acil,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,licacila_,112,,FALSE,@licacila_,person
FALSE,26/12/2020 15:20,TRUE,TRUE,nama akun diamankan agar tidak disalahgunakan.,,0,0,0,FALSE,1.34E+18,.,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,M_DesyJKT48,0,,FALSE,@M_DesyJKT48,person
FALSE,07/11/2009 2:37,FALSE,FALSE,Frontend Developer | CSUI 2016,,287,270,290,TRUE,88094851,Ismail,FALSE,0099B9,1B95E0,,FFFFFF,95E8EC,3C3940,TRUE,TRUE,mailcool,20720,,FALSE,@mailcool,person
FALSE,26/09/2010 01:04,FALSE,FALSE,pengen sekolah di smk jujutsu,,3783,328,269,FALSE,1.95E+08,marsa,FALSE,1A1B1F,2FC2EF,,181A1E,252429,666666,TRUE,TRUE,marsha_mmp,16998,,FALSE,@marsha_mmp,person
FALSE,05/04/2013 8:33,TRUE,FALSE,manusia yang berjuang buat foto pake toga biru merah di depan rektorat,,4274,167,228,TRUE,1.33E+09,falya,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,mbakbokkjoo,24121,https://t.co/a1qA3gF56p,FALSE,@mbakbokkjoo,person
FALSE,03/04/2018 10:11,FALSE,FALSE,hobi monologue. pencet mute jika terganggu,,1324,861,1062,TRUE,9.81E+17,biyaðŸ¦‹,FALSE,0,F58EA8,,0,0,0,FALSE,TRUE,MbaNana861015,31866,,FALSE,@MbaNana861015,person
FALSE,05/08/2013 20:56,TRUE,FALSE,,,79,103,186,FALSE,1.65E+09,Muhammad Imam,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,mohimamsa,739,,FALSE,@mohimamsa,person
FALSE,19/12/2009 04:36,FALSE,FALSE,,,290,923,450,TRUE,97820588,mona,FALSE,A3D221,91D2FA,,0,0,2195BD,TRUE,FALSE,monatashaa,5371,,FALSE,@monatashaa,person
FALSE,28/08/2011 03:47,TRUE,FALSE,gak kuat sama yang lucu-lucu,,1276,184,201,TRUE,3.63E+08,Mohamad Rifqy Z,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,mrifqyz,2045,,FALSE,@mrifqyz,person
FALSE,25/04/2012 12:15,FALSE,FALSE,Personal Account,,801,870,820,TRUE,5.63E+08,F,FALSE,8A3E2B,2E2E9C,,FFFFFF,EADEAA,333333,TRUE,TRUE,mrzqnfachry,11585,,FALSE,@mrzqnfachry,person
FALSE,23/05/2011 03:20,FALSE,FALSE,dead,,1390,636,580,FALSE,3.04E+08,invicta,FALSE,FFFFFF,808080,,FFFFFF,BFDC89,0,TRUE,TRUE,mynameispron,11032,,FALSE,@mynameispron,person
FALSE,23/12/2018 13:54,TRUE,FALSE,ðŸ‘Œ,,695,138,154,FALSE,1.08E+18,Al Kwarizmi,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,n3glect,835,,FALSE,@n3glect,person
FALSE,24/02/2021 04:51,TRUE,FALSE,mengamankan username jangan di follow. mending follow dia aja @madeaurellia,,0,0,7,FALSE,1.36E+18,-,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,N_AurelJKT48,2,,FALSE,@N_AurelJKT48,person
FALSE,04/06/2018 12:13,TRUE,FALSE,ðŸ™‰,,1054,76,112,TRUE,1.00E+18,nab,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,nabilaimamah,854,,FALSE,@nabilaimamah,person
FALSE,12/05/2020 6:57,TRUE,FALSE,Hanya untuk mengamankan username ini agar tidak disalahgunakan. Go follow @nadilawantari_,,0,0,0,FALSE,1.26E+18,Who's Who?,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,Nadila_JKT48,0,,FALSE,@Nadila_JKT48,person
FALSE,01/12/2011 2:36,FALSE,FALSE,,,1297,255,289,FALSE,4.25E+08,Rusty Tangent Line,FALSE,B2DFDA,0EB377,,FFFFFF,0,0,TRUE,TRUE,naufal_prtma,1762,,FALSE,@naufal_prtma,person
FALSE,16/12/2020 11:59,TRUE,FALSE,Mostly lipid | #DAY6 | He/him,,522,56,285,FALSE,1.34E+18,Nikolas Aditya,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,nikolasaaditya,368,,FALSE,@nikolasaaditya,person
FALSE,30/09/2009 05:28,FALSE,FALSE,personal account life rants 24/7 and whatever you are going through keep on going. thereâ€™s a blessing in the lesson.,,3245,898,943,TRUE,78522864,nindi,FALSE,C0DEED,0084B4,,FFFFFF,DDEEF6,333333,TRUE,TRUE,NindiAnndt,74863,,FALSE,@NindiAnndt,person
FALSE,12/06/2010 10:27,FALSE,FALSE,to live for the hope of it all,,609,199,242,FALSE,1.55E+08,Anisha Inas,FALSE,131516,9999,,FFFFFF,EFEFEF,333333,FALSE,TRUE,Nishains,9219,,FALSE,@Nishains,person
FALSE,09/10/2013 5:34,FALSE,FALSE,need 1 year of sleep,,5181,249,279,TRUE,1.95E+09,ì•,FALSE,EDECE9,88253,,D3D2CF,E3E2DE,634047,TRUE,TRUE,notacarstairs,4144,,FALSE,@notacarstairs,person
FALSE,23/06/2018 13:09,TRUE,FALSE,impassive daydreamer-,,2966,163,314,TRUE,1.01E+18,alghifari,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,nvanonim,1887,https://t.co/J6kI3bXbWD,FALSE,@nvanonim,person
FALSE,21/01/2011 03:39,FALSE,FALSE,hey :p,,551,745,669,TRUE,2.41E+08,kah,FALSE,131516,CC7C7C,,FFFFFF,EFEFEF,333333,TRUE,TRUE,opqrizkah,28968,,FALSE,@opqrizkah,person
FALSE,14/04/2009 07:27,FALSE,FALSE,Penyihir. Meramu dunia kesehatan yang multidisiplin dan lintas sektoral bersama @RelatifPers.,,2026,70526,512,FALSE,31079332,Every Issue Is Health Issue,FALSE,FFF04D,0099CC,,FFF8AD,F6FFD1,333333,TRUE,FALSE,oxfara,16689,https://t.co/lW8oG8aTke,TRUE,@oxfara,person
FALSE,24/07/2019 17:49,TRUE,FALSE,Brand Ambassador Tj. Barat,,555,101,163,FALSE,1.15E+18,Pasya,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,pasyyaa,584,,FALSE,@pasyyaa,person
FALSE,06/02/2020 18:55,TRUE,FALSE,dibalik layar,,130,83,40,FALSE,1.23E+18,Piasabani,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,piasabani29,229,https://t.co/bktC0QSlEj,FALSE,@piasabani29,person
FALSE,08/05/2011 19:03,FALSE,FALSE,Reality is so overrated,,2953,245,634,TRUE,2.95E+08,Afrah,FALSE,0,D13636,,FFFFFF,F6FFD1,333333,TRUE,TRUE,prahhhhhh,6005,,FALSE,@prahhhhhh,person
FALSE,05/11/2019 7:35,TRUE,FALSE,Doctor in the making || Writer on the process || Beauty and fashion enthusiast,,872,198,275,FALSE,1.19E+18,Fira Nasta,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,FiraNasta,2895,,FALSE,@FiraNasta,person
FALSE,28/02/2010 11:59,FALSE,FALSE,,,496,1847,311,TRUE,1.18E+08,Randy Kuswanto,FALSE,4A3F4A,FF0F0F,,0,EFF1F2,0A0A0A,TRUE,TRUE,RA_NDY,12424,,FALSE,@RA_NDY,person
FALSE,16/11/2013 07:41,TRUE,FALSE,,,538,267,334,TRUE,2.20E+09,dhipta rdty,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,raditya_dhipta,2361,,FALSE,@raditya_dhipta,person
FALSE,24/09/2019 23:51,TRUE,FALSE,,,361,32,63,FALSE,1.18E+18,more no,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,rafimorrr_,216,,FALSE,@rafimorrr_,person
FALSE,13/04/2011 07:59,FALSE,FALSE,,,20,1038,282,TRUE,2.81E+08,raflyazmi,FALSE,C6E2EE,1F98C7,"Kota Bogor, Jawa Barat",C6E2EE,DAECF4,663B12,TRUE,TRUE,raflyazmi,8784,,FALSE,@raflyazmi,person
FALSE,10/09/2010 9:24,FALSE,FALSE,kalo naik tangga pasti jinjit,,2861,960,357,TRUE,1.89E+08,laras,FALSE,32073B,820000,,340F3D,A77CC4,420642,TRUE,TRUE,rahelaras,33300,,FALSE,@rahelaras,person
FALSE,18/03/2010 08:23,TRUE,FALSE,Hi!,,2264,538,521,FALSE,1.24E+08,Putri Rahma Arifa,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,rahmaarifa,9074,https://t.co/7NlgrTVujc,FALSE,@rahmaarifa,person
FALSE,18/12/2010 06:22,FALSE,FALSE,ig: ranianmd,,553,2261,865,TRUE,2.28E+08,Rania Rizqia,FALSE,6E4AE6,DD2E44,"Banten, Indonesia",0,95C5C9,FFD500,TRUE,TRUE,ranianmd,69457,,FALSE,@ranianmd,person
FALSE,02/07/2019 15:01,TRUE,FALSE,,,486,179,205,FALSE,1.15E+18,cit,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,rasyidmihsan,2234,,FALSE,@rasyidmihsan,person
FALSE,06/12/2012 3:02,FALSE,FALSE,ðŸ‡®ðŸ‡©ðŸ‡¾ðŸ‡ª,,3450,176,391,TRUE,9.92E+08,rayhana,FALSE,FFFFFF,F58EA8,,FFFFFF,FFFFFF,0,TRUE,TRUE,RayhanaHakim,3989,,FALSE,@RayhanaHakim,person
FALSE,26/06/2010 04:58,FALSE,FALSE,CSUI'16 | ðŸ‡®ðŸ‡©ðŸ›«ðŸ‡¯ðŸ‡µ '21 | ðŸ™ðŸ’«â˜„ï¸ðŸ§Ÿâ€â™€ï¸ðŸ’€ðŸ”±,,387,56,129,FALSE,1.60E+08,Rayza - ãƒ©ã‚¤ã‚¶,FALSE,131516,9999,,EEEEEE,EFEFEF,333333,TRUE,TRUE,rayzaarasj,214,,FALSE,@rayzaarasj,person
FALSE,20/09/2009 02:42,FALSE,FALSE,,,269,338,310,FALSE,75702420,Redhita Putri W,FALSE,FFFFFF,0,,FFFFFF,FFFFFF,0,TRUE,TRUE,Rdhtputri,21637,,FALSE,@rdhtputri,person
FALSE,01/09/2009 7:48,FALSE,FALSE,super duper random thoughts | insensitive bastard | I cantâ€™t be anything that iâ€™m not cause iâ€™m me~~,,1112,615,408,FALSE,70626767,Redita Liskiyari,FALSE,9AE4E8,3B94D9,,FFFFFF,DDFFCC,333333,TRUE,TRUE,reditaliskiyari,16173,,FALSE,@reditaliskiyari,person
FALSE,23/09/2012 12:47,FALSE,FALSE,,,269,250,148,TRUE,8.42E+08,Resti,FALSE,0EE8B5,13F0C7,,FFFFFF,DDEEF6,333333,TRUE,TRUE,restimarlianaa,4627,,FALSE,@restimarlianaa,person
FALSE,20/02/2012 00:05,FALSE,FALSE,self-proclaimed cats Daddy,,263,110,190,TRUE,4.97E+08,erxy aaprstu,FALSE,0F0A02,473623,"Jakarta Barat, DKI Jakarta",BCB302,171106,8A7302,TRUE,TRUE,rexysaputra__,164,,FALSE,@rexysaputra__,person
FALSE,18/07/2019 17:45,TRUE,FALSE,yea ok,,241,109,126,FALSE,1.15E+18,Reynard ngeyel,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,reynardryanda,480,,FALSE,@reynardryanda,person
FALSE,29/06/2018 10:09,TRUE,FALSE,duhh pengen punya ordal,,1347,56,139,FALSE,1.01E+18,Rheno herlambang,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,TRUE,rhenoelcapitano,904,,FALSE,@rhenoelcapitano,person
FALSE,01/07/2017 12:19,TRUE,FALSE,Fan account,,16971,156,214,FALSE,8.81E+17,Gabriella Stevany,FALSE,F5F8FA,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,G_VanyJKT48,837,,FALSE,@G_VanyJKT48,person
FALSE,01/12/2013 11:43,FALSE,FALSE,,,366,118,172,FALSE,2.22E+09,min,FALSE,DBE9ED,4A913C,,FFFFFF,E6F6F9,333333,TRUE,TRUE,rimaindriani_,993,,FALSE,@rimaindriani_,person
FALSE,27/05/2010 09:59,FALSE,FALSE,,,91,408,294,FALSE,"1,49E+08",KÃ¦yla,FALSE,131516,4F494A,,EEEEEE,EFEFEF,333333,TRUE,TRUE,kayladsp,29996,https://t.co/X2z3Cmqa09,FALSE,FALSE,person
FALSE,15/09/2010 12:20,FALSE,FALSE,ars longa vita brevis,,1206,415,248,TRUE,"1,91E+08",Ù‹,FALSE,0,F5ABB5,,0,78C0A8,5E412F,FALSE,TRUE,athaliaaal,41512,https://t.co/EzsP8kgpNm,FALSE,FALSE,person
FALSE,05/06/2014 4:54,TRUE,FALSE,Medical Faculty '14 | SMA Plus Negeri 17 Palembang | Purna Paskibraka Indonesia 2012 | Parisanda 17 | HalaMadrid | 17! |,,13,112,166,TRUE,"2,55E+09",Andika Ginting,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,MAG_Andika,852,,FALSE,FALSE,person
FALSE,07/08/2009 10:14,TRUE,FALSE,**My Manager:Mba Jnonk(08161352844)**Mom of Kimberly Jade Lyan aka Kimmyâ¤ï¸â¤ï¸â¤ï¸**GOD Bless Me,,2,128980,254,FALSE,63681494,[M.A.G.D.A.L.E.N.A],FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,magdaleenz,7975,,FALSE,FALSE,person
FALSE,14/11/2009 05:46,FALSE,FALSE,â˜â˜ºâ™¥,,2877,589,611,TRUE,89881053,Magfira A Rachmat,FALSE,FFFFFF,F043CD,,FFFFFF,50505,FFFFFF,TRUE,FALSE,MagfiraAzaria,28654,,FALSE,FALSE,person
FALSE,08/04/2009 17:31,FALSE,FALSE,Building stories.,,282,2460,1196,FALSE,29768832,Maggie Tiojakin,FALSE,90929,9266CC,,FFFFFF,BDA133,1A1616,TRUE,FALSE,MaggieTiojakin,16150,https://t.co/HLD3P0eY0J,FALSE,FALSE,person
FALSE,23/06/2019 13:27,FALSE,FALSE,EDM Idol Anime Bootleg Man. @Alter_Synth Resident. Spearhead of LOVERAVE Remix Idol Project. 1/2 of MDXLS,,8391,80,290,FALSE,"1,14E+18",Magna,FALSE,0,0,,0,0,0,FALSE,FALSE,MagnaDrake_,1775,https://t.co/6kN4gfxeqN,FALSE,FALSE,person
FALSE,26/05/2013 22:40,FALSE,FALSE,,,22,514,915,TRUE,"1,46E+09",I Putu Ardi Mahardika,FALSE,0,FF691F,,0,0,0,FALSE,FALSE,Mahardikardi,506,,FALSE,FALSE,person
FALSE,02/09/2014 13:33,TRUE,TRUE,,,17,45,137,FALSE,"2,79E+09",Mahasin,FALSE,C0DEED,1DA1F2,,C0DEED,DDEEF6,333333,TRUE,FALSE,MahasinNabih,0,,FALSE,FALSE,person
FALSE,17/04/2010 08:02,FALSE,FALSE,Pengabdi Indomie,,522,404,596,TRUE,"1,34E+08",M.P.P,FALSE,1A1B1F,2FC2EF,,181A1E,252429,666666,TRUE,FALSE,mahend_oge,11754,,FALSE,FALSE,person
FALSE,15/06/2010 15:51,FALSE,FALSE,,,325,619,514,TRUE,"1,56E+08",Andika Dwi Mahendra,FALSE,C0DEED,0084B4,,C0DEED,DDEEF6,333333,TRUE,FALSE,mahendrandika,10020,,FALSE,FALSE,person
